"country","item","element","Unit","Date","Value"
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2005 12:00:00 AM",10445.03
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2006 12:00:00 AM",9696.2
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2007 12:00:00 AM",14671.43
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2008 12:00:00 AM",12028.57
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2009 12:00:00 AM",10054.66
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2010 12:00:00 AM",10235.65
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2011 12:00:00 AM",9484.35
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2012 12:00:00 AM",10000
"Uganda","Chillies and peppers, dry","Yield","Hg/Ha","1/1/2013 12:00:00 AM",11676.92
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2003 12:00:00 AM",5264
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2004 12:00:00 AM",5840
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2005 12:00:00 AM",4342
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2006 12:00:00 AM",4596
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2007 12:00:00 AM",6162
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2008 12:00:00 AM",5052
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2009 12:00:00 AM",3679
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2010 12:00:00 AM",3084
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2011 12:00:00 AM",2152
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2012 12:00:00 AM",2600
"Uganda","Chillies and peppers, dry","Production Quantity","tonnes","1/1/2013 12:00:00 AM",3036
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2003 12:00:00 AM",1400000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2004 12:00:00 AM",1447000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2005 12:00:00 AM",1494000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2006 12:00:00 AM",1556000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2007 12:00:00 AM",1595000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2008 12:00:00 AM",1383000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2009 12:00:00 AM",1474000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2010 12:00:00 AM",1554000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2011 12:00:00 AM",1599000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2012 12:00:00 AM",1642000
"Uganda","Coarse Grain, Total + (Total)","Area Harvested","Ha","1/1/2013 12:00:00 AM",1530000
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",16864.29
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",14775.4
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",15783.13
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",15327.95
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",15369.16
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",21200.67
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",20206.8
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",19512.57
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",20512.82
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",20182.7
"Uganda","Coarse Grain, Total + (Total)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",21405.23
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",2361000
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",2138000
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",2358000
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",2385029
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",2451381
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",2932052
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",2978483
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",3032253
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",3280000
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",3314000
"Uganda","Coarse Grain, Total + (Total)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",3275000
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2003 12:00:00 AM",41350
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2004 12:00:00 AM",42720
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2005 12:00:00 AM",44535
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2006 12:00:00 AM",45665
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2007 12:00:00 AM",40490
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2008 12:00:00 AM",43260
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2009 12:00:00 AM",45785
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2010 12:00:00 AM",47110
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2011 12:00:00 AM",48385
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2012 12:00:00 AM",45000
"Uganda","Coarse Grain, Total + (Total)","Seed","tonnes","1/1/2013 12:00:00 AM",45000
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2003 12:00:00 AM",14200
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2004 12:00:00 AM",14200
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2005 12:00:00 AM",14200
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2006 12:00:00 AM",24000
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2007 12:00:00 AM",30300
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2008 12:00:00 AM",37000
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2009 12:00:00 AM",43000
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2010 12:00:00 AM",44345
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2011 12:00:00 AM",55000
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2012 12:00:00 AM",46000
"Uganda","Cocoa beans","Area Harvested","Ha","1/1/2013 12:00:00 AM",48000
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2003 12:00:00 AM",2676.06
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2004 12:00:00 AM",3169.01
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2005 12:00:00 AM",3521.13
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2006 12:00:00 AM",3541.67
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2007 12:00:00 AM",3302.31
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2008 12:00:00 AM",3513.51
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2009 12:00:00 AM",3488.37
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2010 12:00:00 AM",3382.57
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2011 12:00:00 AM",3272.73
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2012 12:00:00 AM",3478.26
"Uganda","Cocoa beans","Yield","Hg/Ha","1/1/2013 12:00:00 AM",4166.67
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2003 12:00:00 AM",3800
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2004 12:00:00 AM",4500
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2005 12:00:00 AM",5000
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2006 12:00:00 AM",8500
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2007 12:00:00 AM",10006
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2008 12:00:00 AM",13000
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2009 12:00:00 AM",15000
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2010 12:00:00 AM",15000
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2011 12:00:00 AM",18000
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2012 12:00:00 AM",16000
"Uganda","Cocoa beans","Production Quantity","tonnes","1/1/2013 12:00:00 AM",20000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2003 12:00:00 AM",264000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2004 12:00:00 AM",264000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2005 12:00:00 AM",263000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2006 12:00:00 AM",220000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2007 12:00:00 AM",285000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2008 12:00:00 AM",345000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2009 12:00:00 AM",320000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2010 12:00:00 AM",270000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2011 12:00:00 AM",320000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2012 12:00:00 AM",310000
"Uganda","Coffee, green","Area Harvested","Ha","1/1/2013 12:00:00 AM",312000
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2003 12:00:00 AM",5714.81
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2004 12:00:00 AM",6442.46
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2005 12:00:00 AM",6011.41
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2006 12:00:00 AM",6059.55
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2007 12:00:00 AM",6152.49
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2008 12:00:00 AM",6136.99
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2009 12:00:00 AM",6120.97
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2010 12:00:00 AM",6184
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2011 12:00:00 AM",5980.34
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2012 12:00:00 AM",6004.06
"Uganda","Coffee, green","Yield","Hg/Ha","1/1/2013 12:00:00 AM",6089.74
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2003 12:00:00 AM",150871
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2004 12:00:00 AM",170081
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2005 12:00:00 AM",158100
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2006 12:00:00 AM",133310
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2007 12:00:00 AM",175346
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2008 12:00:00 AM",211726
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2009 12:00:00 AM",195871
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2010 12:00:00 AM",166968
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2011 12:00:00 AM",191371
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2012 12:00:00 AM",186126
"Uganda","Coffee, green","Production Quantity","tonnes","1/1/2013 12:00:00 AM",190000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2003 12:00:00 AM",67000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2004 12:00:00 AM",70000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2005 12:00:00 AM",71000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2006 12:00:00 AM",71000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2007 12:00:00 AM",72000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2008 12:00:00 AM",74000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2009 12:00:00 AM",77000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2010 12:00:00 AM",66000
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2011 12:00:00 AM",68900
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2012 12:00:00 AM",68900
"Uganda","Cow peas, dry","Area Harvested","Ha","1/1/2013 12:00:00 AM",75000
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2003 12:00:00 AM",10000
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2004 12:00:00 AM",9857.14
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2005 12:00:00 AM",9859.15
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2006 12:00:00 AM",10000
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2007 12:00:00 AM",9861.11
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2008 12:00:00 AM",10675.68
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2009 12:00:00 AM",10909.09
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2010 12:00:00 AM",13484.85
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2011 12:00:00 AM",12997.1
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2012 12:00:00 AM",10367.2
"Uganda","Cow peas, dry","Yield","Hg/Ha","1/1/2013 12:00:00 AM",12560
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2003 12:00:00 AM",67000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2004 12:00:00 AM",69000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2005 12:00:00 AM",70000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2006 12:00:00 AM",71000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2007 12:00:00 AM",71000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2008 12:00:00 AM",79000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2009 12:00:00 AM",84000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2010 12:00:00 AM",89000
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2011 12:00:00 AM",89550
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2012 12:00:00 AM",71430
"Uganda","Cow peas, dry","Production Quantity","tonnes","1/1/2013 12:00:00 AM",94200
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2003 12:00:00 AM",4200
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2004 12:00:00 AM",4260
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2005 12:00:00 AM",4260
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2006 12:00:00 AM",4320
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2007 12:00:00 AM",4440
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2008 12:00:00 AM",4620
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2009 12:00:00 AM",3960
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2010 12:00:00 AM",4134
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2011 12:00:00 AM",4134
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2012 12:00:00 AM",4500
"Uganda","Cow peas, dry","Seed","tonnes","1/1/2013 12:00:00 AM",4500
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2003 12:00:00 AM",220000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2004 12:00:00 AM",180000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2005 12:00:00 AM",110000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2006 12:00:00 AM",91003
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2007 12:00:00 AM",100003
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2008 12:00:00 AM",125000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2009 12:00:00 AM",70000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2010 12:00:00 AM",80000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2011 12:00:00 AM",160000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2012 12:00:00 AM",74000
"Uganda","Fibre Crops Primary + (Total)","Area Harvested","Ha","1/1/2013 12:00:00 AM",52000
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",909.09
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",1388.89
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",1818.18
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",2802.65
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",1280.46
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",1854.56
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",1850
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",3221
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",2973.56
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",2487.3
"Uganda","Fibre Crops Primary + (Total)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",4115.38
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",20000
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",25000
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",20000
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",25505
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",12805
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",23182
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",12950
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",25768
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",47577
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",18406
"Uganda","Fibre Crops Primary + (Total)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",21400
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2003 12:00:00 AM",1809216
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2004 12:00:00 AM",1819019
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2005 12:00:00 AM",1824465
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2006 12:00:00 AM",1826629
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2007 12:00:00 AM",1827878
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2008 12:00:00 AM",1830046
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2009 12:00:00 AM",1832224
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2010 12:00:00 AM",1851150
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2011 12:00:00 AM",1863332
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2012 12:00:00 AM",1838350
"Uganda","Fruit excl Melons,Total + (Total)","Area Harvested","Ha","1/1/2013 12:00:00 AM",1793689
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2003 12:00:00 AM",57248.42
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2004 12:00:00 AM",56857.71
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2005 12:00:00 AM",52937.14
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2006 12:00:00 AM",52926.48
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2007 12:00:00 AM",53931.78
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2008 12:00:00 AM",54684.07
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2009 12:00:00 AM",55438.47
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2010 12:00:00 AM",55126.81
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2011 12:00:00 AM",54923.69
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2012 12:00:00 AM",53447.93
"Uganda","Fruit excl Melons,Total + (Total)","Yield","Hg/Ha","1/1/2013 12:00:00 AM",53296.83
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2003 12:00:00 AM",10357475
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2004 12:00:00 AM",10342526
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2005 12:00:00 AM",9658196
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2006 12:00:00 AM",9667705
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2007 12:00:00 AM",9858071
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2008 12:00:00 AM",10007436
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2009 12:00:00 AM",10157569
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2010 12:00:00 AM",10204800
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2011 12:00:00 AM",10234107
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2012 12:00:00 AM",9825600
"Uganda","Fruit excl Melons,Total + (Total)","Production Quantity","tonnes","1/1/2013 12:00:00 AM",9559794
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2003 12:00:00 AM",7691
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2004 12:00:00 AM",7733
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2005 12:00:00 AM",7756
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2006 12:00:00 AM",7765
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2007 12:00:00 AM",7770
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2008 12:00:00 AM",7779
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2009 12:00:00 AM",7788
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2010 12:00:00 AM",7800
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2011 12:00:00 AM",7982
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2012 12:00:00 AM",8000
"Uganda","Fruit Fresh Nes","Area Harvested","Ha","1/1/2013 12:00:00 AM",8000
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2003 12:00:00 AM",68223.9
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2004 12:00:00 AM",67755.08
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2005 12:00:00 AM",63084.06
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2006 12:00:00 AM",63074.05
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2007 12:00:00 AM",64265.12
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2008 12:00:00 AM",65163.9
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2009 12:00:00 AM",66068.31
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2010 12:00:00 AM",66666.67
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2011 12:00:00 AM",64027.81
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2012 12:00:00 AM",65625
"Uganda","Fruit Fresh Nes","Yield","Hg/Ha","1/1/2013 12:00:00 AM",65625
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2003 12:00:00 AM",52471
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2004 12:00:00 AM",52395
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2005 12:00:00 AM",48928
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2006 12:00:00 AM",48977
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2007 12:00:00 AM",49934
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2008 12:00:00 AM",50691
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2009 12:00:00 AM",51454
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2010 12:00:00 AM",52000
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2011 12:00:00 AM",51107
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2012 12:00:00 AM",52500
"Uganda","Fruit Fresh Nes","Production Quantity","tonnes","1/1/2013 12:00:00 AM",52500
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2003 12:00:00 AM",1809216
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2004 12:00:00 AM",1819019
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2005 12:00:00 AM",1824465
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2006 12:00:00 AM",1826629
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2007 12:00:00 AM",1827878
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2008 12:00:00 AM",1830046
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2009 12:00:00 AM",1832224
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2010 12:00:00 AM",1851150
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2011 12:00:00 AM",1863332
"Uganda","Fruit Primary","Area Harvested","Ha","1/1/2012 12:00:00 AM",1838350
